date,one,two,three,four,five,
2024/03/01,2号线汉口火车站,2号线江汉路站,2号线中山公园站,2号线中南路站,4号线楚河汉街站,"
"
2024/03/02,2号线汉口火车站,2号线江汉路站,2号线中山公园站,4号线武汉火车站,2号线街道口站,"
"
2024/03/03,2号线江汉路站,2号线汉口火车站,2号线街道口站,6号线江汉路站,2号线珞雄路站,"
"
2024/03/04,2号线汉口火车站,2号线江汉路站,2号线街道口站,2号线珞雄路站,4号线武汉火车站,"
"
2024/03/05,2号线汉口火车站,2号线中山公园站,2号线江汉路站,4号线楚河汉街站,2号线中南路站,"
"
2024/03/06,2号线汉口火车站,2号线中山公园站,2号线江汉路站,4号线楚河汉街站,2号线中南路站,"
"
2024/03/07,2号线汉口火车站,2号线江汉路站,2号线中山公园站,4号线楚河汉街站,2号线中南路站,"
"
2024/03/08,2号线江汉路站,2号线汉口火车站,2号线中山公园站,2号线中南路站,2号线街道口站,"
"
2024/03/09,2号线江汉路站,2号线汉口火车站,2号线中山公园站,2号线街道口站,2号线宝通寺站,"
"
2024/03/10,2号线江汉路站,2号线街道口站,2号线珞雄路站,2号线宝通寺站,2号线汉口火车站,"
"
2024/03/11,2号线江汉路站,2号线汉口火车站,2号线街道口站,2号线珞雄路站,2号线宝通寺站,"
"
2024/03/12,2号线汉口火车站,2号线江汉路站,2号线中山公园站,4号线楚河汉街站,2号线街道口站,"
"
2024/03/13,2号线江汉路站,2号线汉口火车站,2号线中山公园站,4号线楚河汉街站,2号线街道口站,"
"
2024/03/14,2号线汉口火车站,2号线江汉路站,2号线中山公园站,2号线街道口站,2号线中南路站,"
"
2024/03/15,2号线江汉路站,2号线汉口火车站,2号线中山公园站,2号线街道口站,2号线中南路站,"
"
2024/03/16,2号线汉口火车站,2号线江汉路站,2号线街道口站,2号线中山公园站,4号线武汉火车站,"
"
2024/03/17,2号线江汉路站,2号线街道口站,2号线汉口火车站,2号线珞雄路站,6号线江汉路站,"
"
2024/03/18,2号线汉口火车站,2号线江汉路站,2号线街道口站,2号线宝通寺站,4号线武汉火车站,"
"
2024/03/19,2号线汉口火车站,2号线中山公园站,2号线江汉路站,4号线楚河汉街站,2号线中南路站,"
"
2024/03/20,2号线江汉路站,2号线汉口火车站,2号线中山公园站,2号线街道口站,4号线楚河汉街站,"
"
2024/03/21,2号线江汉路站,2号线汉口火车站,2号线中山公园站,2号线街道口站,2号线中南路站,"
"
2024/03/22,2号线江汉路站,2号线汉口火车站,2号线中山公园站,2号线街道口站,2号线宝通寺站,"
"
2024/03/23,2号线汉口火车站,2号线江汉路站,2号线街道口站,2号线中山公园站,4号线武汉火车站,"
"
2024/03/24,2号线江汉路站,2号线街道口站,2号线汉口火车站,2号线珞雄路站,2号线中山公园站,"
"
2024/03/25,2号线江汉路站,2号线汉口火车站,2号线街道口站,2号线珞雄路站,4号线武汉火车站,"
"
